channel,lenergy,uenergy,count
0,0.00000000e+00,1.98091030e-01,0.00000000e+00
1,1.98091030e-01,4.00114130e-01,0.00000000e+00
2,4.00114130e-01,6.02137230e-01,0.00000000e+00
3,6.02137230e-01,8.04160330e-01,0.00000000e+00
4,8.04160330e-01,1.00618343e+00,0.00000000e+00
5,1.00618343e+00,1.20820653e+00,0.00000000e+00
6,1.20820653e+00,1.41022963e+00,0.00000000e+00
7,1.41022963e+00,1.61225273e+00,0.00000000e+00
8,1.61225273e+00,1.81427583e+00,0.00000000e+00
9,1.81427583e+00,2.01629893e+00,0.00000000e+00
10,2.01629893e+00,2.21832203e+00,0.00000000e+00
11,2.21832203e+00,2.42034513e+00,0.00000000e+00
12,2.42034513e+00,2.62236823e+00,0.00000000e+00
13,2.62236823e+00,2.82439133e+00,0.00000000e+00
14,2.82439133e+00,3.02641443e+00,0.00000000e+00
15,3.02641443e+00,3.22843753e+00,0.00000000e+00
16,3.22843753e+00,3.43046063e+00,0.00000000e+00
17,3.43046063e+00,3.63248373e+00,0.00000000e+00
18,3.63248373e+00,3.83450683e+00,0.00000000e+00
19,3.83450683e+00,4.03652993e+00,0.00000000e+00
20,4.03652993e+00,4.23855303e+00,0.00000000e+00
21,4.23855303e+00,4.44057613e+00,0.00000000e+00
22,4.44057613e+00,4.64259923e+00,0.00000000e+00
23,4.64259923e+00,4.84462233e+00,0.00000000e+00
24,4.84462233e+00,5.04664543e+00,0.00000000e+00
25,5.04664543e+00,5.24866853e+00,0.00000000e+00
26,5.24866853e+00,5.45069163e+00,0.00000000e+00
27,5.45069163e+00,5.65271473e+00,0.00000000e+00
28,5.65271473e+00,5.85473783e+00,0.00000000e+00
29,5.85473783e+00,6.05676093e+00,0.00000000e+00
30,6.05676093e+00,6.25878403e+00,0.00000000e+00
31,6.25878403e+00,6.46080713e+00,0.00000000e+00
32,6.46080713e+00,6.66283023e+00,0.00000000e+00
33,6.66283023e+00,6.86485333e+00,0.00000000e+00
34,6.86485333e+00,7.06687643e+00,0.00000000e+00
35,7.06687643e+00,7.26889953e+00,0.00000000e+00
36,7.26889953e+00,7.47092263e+00,0.00000000e+00
37,7.47092263e+00,7.67294573e+00,0.00000000e+00
38,7.67294573e+00,7.87496883e+00,0.00000000e+00
39,7.87496883e+00,8.07699193e+00,0.00000000e+00
40,8.07699193e+00,8.27901503e+00,0.00000000e+00
41,8.27901503e+00,8.48103813e+00,0.00000000e+00
42,8.48103813e+00,8.68306123e+00,0.00000000e+00
43,8.68306123e+00,8.88508433e+00,0.00000000e+00
44,8.88508433e+00,9.08710743e+00,0.00000000e+00
45,9.08710743e+00,9.28913053e+00,0.00000000e+00
46,9.28913053e+00,9.49115363e+00,0.00000000e+00
47,9.49115363e+00,9.69317673e+00,0.00000000e+00
48,9.69317673e+00,9.89519983e+00,0.00000000e+00
49,9.89519983e+00,1.00972229e+01,0.00000000e+00
50,1.00972229e+01,1.02992460e+01,0.00000000e+00
51,1.02992460e+01,1.05012691e+01,0.00000000e+00
52,1.05012691e+01,1.07032922e+01,0.00000000e+00
53,1.07032922e+01,1.09053153e+01,0.00000000e+00
54,1.09053153e+01,1.11073384e+01,0.00000000e+00
55,1.11073384e+01,1.13093615e+01,0.00000000e+00
56,1.13093615e+01,1.15113846e+01,0.00000000e+00
57,1.15113846e+01,1.17134077e+01,0.00000000e+00
58,1.17134077e+01,1.19154308e+01,0.00000000e+00
59,1.19154308e+01,1.21174539e+01,0.00000000e+00
60,1.21174539e+01,1.23194770e+01,0.00000000e+00
61,1.23194770e+01,1.25215001e+01,0.00000000e+00
62,1.25215001e+01,1.27235232e+01,0.00000000e+00
63,1.27235232e+01,1.29255463e+01,0.00000000e+00
64,1.29255463e+01,1.31275694e+01,0.00000000e+00
65,1.31275694e+01,1.33295925e+01,0.00000000e+00
66,1.33295925e+01,1.35316156e+01,0.00000000e+00
67,1.35316156e+01,1.37336387e+01,0.00000000e+00
68,1.37336387e+01,1.39356618e+01,0.00000000e+00
69,1.39356618e+01,1.41376849e+01,0.00000000e+00
70,1.41376849e+01,1.43397080e+01,0.00000000e+00
71,1.43397080e+01,1.45417311e+01,0.00000000e+00
72,1.45417311e+01,1.47437542e+01,0.00000000e+00
73,1.47437542e+01,1.49457773e+01,0.00000000e+00
74,1.49457773e+01,1.51478004e+01,0.00000000e+00
75,1.51478004e+01,1.53498235e+01,0.00000000e+00
76,1.53498235e+01,1.55518466e+01,0.00000000e+00
77,1.55518466e+01,1.57538697e+01,0.00000000e+00
78,1.57538697e+01,1.59558928e+01,0.00000000e+00
79,1.59558928e+01,1.61579159e+01,0.00000000e+00
80,1.61579159e+01,1.63599390e+01,0.00000000e+00
81,1.63599390e+01,1.65619621e+01,0.00000000e+00
82,1.65619621e+01,1.67639852e+01,0.00000000e+00
83,1.67639852e+01,1.69660083e+01,0.00000000e+00
84,1.69660083e+01,1.71680314e+01,0.00000000e+00
85,1.71680314e+01,1.73700545e+01,0.00000000e+00
86,1.73700545e+01,1.75720776e+01,0.00000000e+00
87,1.75720776e+01,1.77741007e+01,0.00000000e+00
88,1.77741007e+01,1.79761238e+01,0.00000000e+00
89,1.79761238e+01,1.81781469e+01,0.00000000e+00
90,1.81781469e+01,1.83801700e+01,0.00000000e+00
91,1.83801700e+01,1.85821931e+01,0.00000000e+00
92,1.85821931e+01,1.87842162e+01,0.00000000e+00
93,1.87842162e+01,1.89862393e+01,0.00000000e+00
94,1.89862393e+01,1.91882624e+01,0.00000000e+00
95,1.91882624e+01,1.93902855e+01,0.00000000e+00
96,1.93902855e+01,1.95923086e+01,0.00000000e+00
97,1.95923086e+01,1.97943317e+01,0.00000000e+00
98,1.97943317e+01,1.99963548e+01,0.00000000e+00
99,1.99963548e+01,2.01983779e+01,1.40000000e+01
100,2.01983779e+01,2.04004010e+01,1.60000000e+02
101,2.04004010e+01,2.06024241e+01,1.88000000e+02
102,2.06024241e+01,2.08044472e+01,2.00000000e+02
103,2.08044472e+01,2.10064703e+01,1.99000000e+02
104,2.10064703e+01,2.12084934e+01,2.02000000e+02
105,2.12084934e+01,2.14105165e+01,1.73000000e+02
106,2.14105165e+01,2.16125396e+01,1.96000000e+02
107,2.16125396e+01,2.18145627e+01,2.03000000e+02
108,2.18145627e+01,2.20165858e+01,1.75000000e+02
109,2.20165858e+01,2.22186089e+01,1.93000000e+02
110,2.22186089e+01,2.24206320e+01,1.72000000e+02
111,2.24206320e+01,2.26226551e+01,1.96000000e+02
112,2.26226551e+01,2.28246782e+01,1.90000000e+02
113,2.28246782e+01,2.30267013e+01,1.90000000e+02
114,2.30267013e+01,2.32287244e+01,1.61000000e+02
115,2.32287244e+01,2.34307475e+01,1.83000000e+02
116,2.34307475e+01,2.36327706e+01,1.83000000e+02
117,2.36327706e+01,2.38347937e+01,1.81000000e+02
118,2.38347937e+01,2.40368168e+01,1.77000000e+02
119,2.40368168e+01,2.42388399e+01,1.76000000e+02
120,2.42388399e+01,2.44408630e+01,1.63000000e+02
121,2.44408630e+01,2.46428861e+01,1.72000000e+02
122,2.46428861e+01,2.48449092e+01,1.47000000e+02
123,2.48449092e+01,2.50469323e+01,1.60000000e+02
124,2.50469323e+01,2.52489554e+01,1.94000000e+02
125,2.52489554e+01,2.54509785e+01,1.77000000e+02
126,2.54509785e+01,2.56530016e+01,1.72000000e+02
127,2.56530016e+01,2.58550247e+01,1.83000000e+02
128,2.58550247e+01,2.60570478e+01,1.57000000e+02
129,2.60570478e+01,2.62590709e+01,1.86000000e+02
130,2.62590709e+01,2.64610940e+01,1.68000000e+02
131,2.64610940e+01,2.66631171e+01,1.57000000e+02
132,2.66631171e+01,2.68651402e+01,1.86000000e+02
133,2.68651402e+01,2.70671633e+01,1.58000000e+02
134,2.70671633e+01,2.72691864e+01,1.58000000e+02
135,2.72691864e+01,2.74712095e+01,1.74000000e+02
136,2.74712095e+01,2.76732326e+01,1.54000000e+02
137,2.76732326e+01,2.78752557e+01,1.60000000e+02
138,2.78752557e+01,2.80772788e+01,1.63000000e+02
139,2.80772788e+01,2.82793019e+01,1.45000000e+02
140,2.82793019e+01,2.84813250e+01,1.31000000e+02
141,2.84813250e+01,2.86833481e+01,1.59000000e+02
142,2.86833481e+01,2.88853712e+01,1.53000000e+02
143,2.88853712e+01,2.90873943e+01,1.64000000e+02
144,2.90873943e+01,2.92894174e+01,1.70000000e+02
145,2.92894174e+01,2.94914405e+01,1.90000000e+02
146,2.94914405e+01,2.96934636e+01,1.65000000e+02
147,2.96934636e+01,2.98954867e+01,1.83000000e+02
148,2.98954867e+01,3.00975098e+01,1.81000000e+02
149,3.00975098e+01,3.02995329e+01,1.58000000e+02
150,3.02995329e+01,3.05015560e+01,1.71000000e+02
151,3.05015560e+01,3.07035791e+01,1.63000000e+02
152,3.07035791e+01,3.09056022e+01,1.72000000e+02
153,3.09056022e+01,3.11076253e+01,1.59000000e+02
154,3.11076253e+01,3.13096484e+01,1.42000000e+02
155,3.13096484e+01,3.15116715e+01,1.52000000e+02
156,3.15116715e+01,3.17136946e+01,1.54000000e+02
157,3.17136946e+01,3.19157177e+01,1.59000000e+02
158,3.19157177e+01,3.21177408e+01,1.32000000e+02
159,3.21177408e+01,3.23197639e+01,1.75000000e+02
160,3.23197639e+01,3.25217870e+01,1.54000000e+02
161,3.25217870e+01,3.27238101e+01,1.55000000e+02
162,3.27238101e+01,3.29258332e+01,1.42000000e+02
163,3.29258332e+01,3.31278563e+01,1.36000000e+02
164,3.31278563e+01,3.33298794e+01,1.55000000e+02
165,3.33298794e+01,3.35319025e+01,1.37000000e+02
166,3.35319025e+01,3.37339256e+01,1.42000000e+02
167,3.37339256e+01,3.39359487e+01,1.59000000e+02
168,3.39359487e+01,3.41379718e+01,1.34000000e+02
169,3.41379718e+01,3.43399949e+01,1.42000000e+02
170,3.43399949e+01,3.45420180e+01,1.27000000e+02
171,3.45420180e+01,3.47440411e+01,1.41000000e+02
172,3.47440411e+01,3.49460642e+01,1.58000000e+02
173,3.49460642e+01,3.51480873e+01,1.33000000e+02
174,3.51480873e+01,3.53501104e+01,1.55000000e+02
175,3.53501104e+01,3.55521335e+01,1.53000000e+02
176,3.55521335e+01,3.57541566e+01,1.39000000e+02
177,3.57541566e+01,3.59561797e+01,1.42000000e+02
178,3.59561797e+01,3.61582028e+01,1.54000000e+02
179,3.61582028e+01,3.63602259e+01,1.58000000e+02
180,3.63602259e+01,3.65622490e+01,1.41000000e+02
181,3.65622490e+01,3.67642721e+01,1.68000000e+02
182,3.67642721e+01,3.69662952e+01,1.33000000e+02
183,3.69662952e+01,3.71683183e+01,1.38000000e+02
184,3.71683183e+01,3.73703414e+01,1.71000000e+02
185,3.73703414e+01,3.75723645e+01,1.33000000e+02
186,3.75723645e+01,3.77743876e+01,1.63000000e+02
187,3.77743876e+01,3.79764107e+01,1.35000000e+02
188,3.79764107e+01,3.81784338e+01,1.39000000e+02
189,3.81784338e+01,3.83804569e+01,1.43000000e+02
190,3.83804569e+01,3.85824800e+01,1.51000000e+02
191,3.85824800e+01,3.87845031e+01,1.59000000e+02
192,3.87845031e+01,3.89865262e+01,1.45000000e+02
193,3.89865262e+01,3.91885493e+01,1.47000000e+02
194,3.91885493e+01,3.93905724e+01,1.65000000e+02
195,3.93905724e+01,3.95925955e+01,1.58000000e+02
196,3.95925955e+01,3.97946186e+01,1.42000000e+02
197,3.97946186e+01,3.99966417e+01,1.16000000e+02
198,3.99966417e+01,4.01986648e+01,1.56000000e+02
199,4.01986648e+01,4.04006879e+01,1.45000000e+02
200,4.04006879e+01,4.06027110e+01,1.52000000e+02
201,4.06027110e+01,4.08047341e+01,1.29000000e+02
202,4.08047341e+01,4.10067572e+01,1.54000000e+02
203,4.10067572e+01,4.12087803e+01,1.29000000e+02
204,4.12087803e+01,4.14108034e+01,1.51000000e+02
205,4.14108034e+01,4.16128265e+01,1.46000000e+02
206,4.16128265e+01,4.18148496e+01,1.40000000e+02
207,4.18148496e+01,4.20168727e+01,1.20000000e+02
208,4.20168727e+01,4.22188958e+01,1.58000000e+02
209,4.22188958e+01,4.24209189e+01,1.47000000e+02
210,4.24209189e+01,4.26229420e+01,1.57000000e+02
211,4.26229420e+01,4.28249651e+01,1.55000000e+02
212,4.28249651e+01,4.30269882e+01,1.31000000e+02
213,4.30269882e+01,4.32290113e+01,1.31000000e+02
214,4.32290113e+01,4.34310344e+01,1.52000000e+02
215,4.34310344e+01,4.36330575e+01,1.31000000e+02
216,4.36330575e+01,4.38350806e+01,1.20000000e+02
217,4.38350806e+01,4.40371037e+01,1.33000000e+02
218,4.40371037e+01,4.42391268e+01,1.15000000e+02
219,4.42391268e+01,4.44411499e+01,1.63000000e+02
220,4.44411499e+01,4.46431730e+01,1.32000000e+02
221,4.46431730e+01,4.48451961e+01,1.35000000e+02
222,4.48451961e+01,4.50472192e+01,1.40000000e+02
223,4.50472192e+01,4.52492423e+01,1.45000000e+02
224,4.52492423e+01,4.54512654e+01,1.40000000e+02
225,4.54512654e+01,4.56532885e+01,1.41000000e+02
226,4.56532885e+01,4.58553116e+01,1.35000000e+02
227,4.58553116e+01,4.60573347e+01,1.29000000e+02
228,4.60573347e+01,4.62593578e+01,1.38000000e+02
229,4.62593578e+01,4.64613809e+01,1.31000000e+02
230,4.64613809e+01,4.66634040e+01,1.22000000e+02
231,4.66634040e+01,4.68654271e+01,1.31000000e+02
232,4.68654271e+01,4.70674502e+01,1.42000000e+02
233,4.70674502e+01,4.72694733e+01,1.41000000e+02
234,4.72694733e+01,4.74714964e+01,1.43000000e+02
235,4.74714964e+01,4.76735195e+01,1.30000000e+02
236,4.76735195e+01,4.78755426e+01,1.29000000e+02
237,4.78755426e+01,4.80775657e+01,1.43000000e+02
238,4.80775657e+01,4.82795888e+01,1.41000000e+02
239,4.82795888e+01,4.84816119e+01,1.51000000e+02
240,4.84816119e+01,4.86836350e+01,1.26000000e+02
241,4.86836350e+01,4.88856581e+01,1.31000000e+02
242,4.88856581e+01,4.90876812e+01,1.21000000e+02
243,4.90876812e+01,4.92897043e+01,1.21000000e+02
244,4.92897043e+01,4.94917274e+01,1.35000000e+02
245,4.94917274e+01,4.96937505e+01,1.27000000e+02
246,4.96937505e+01,4.98957736e+01,1.36000000e+02
247,4.98957736e+01,5.00977967e+01,1.30000000e+02
248,5.00977967e+01,5.02998198e+01,1.43000000e+02
249,5.02998198e+01,5.05018429e+01,1.20000000e+02
250,5.05018429e+01,5.07038660e+01,1.22000000e+02
251,5.07038660e+01,5.09058891e+01,1.19000000e+02
252,5.09058891e+01,5.11079122e+01,1.24000000e+02
253,5.11079122e+01,5.13099353e+01,1.09000000e+02
254,5.13099353e+01,5.15119584e+01,1.12000000e+02
255,5.15119584e+01,5.17139815e+01,1.38000000e+02
256,5.17139815e+01,5.19160046e+01,1.27000000e+02
257,5.19160046e+01,5.21180277e+01,1.55000000e+02
258,5.21180277e+01,5.23200508e+01,1.25000000e+02
259,5.23200508e+01,5.25220739e+01,1.41000000e+02
260,5.25220739e+01,5.27240970e+01,1.37000000e+02
261,5.27240970e+01,5.29261201e+01,1.36000000e+02
262,5.29261201e+01,5.31281432e+01,1.39000000e+02
263,5.31281432e+01,5.33301663e+01,1.08000000e+02
264,5.33301663e+01,5.35321894e+01,1.26000000e+02
265,5.35321894e+01,5.37342125e+01,1.30000000e+02
266,5.37342125e+01,5.39362356e+01,1.24000000e+02
267,5.39362356e+01,5.41382587e+01,1.32000000e+02
268,5.41382587e+01,5.43402818e+01,1.28000000e+02
269,5.43402818e+01,5.45423049e+01,1.30000000e+02
270,5.45423049e+01,5.47443280e+01,1.26000000e+02
271,5.47443280e+01,5.49463511e+01,1.10000000e+02
272,5.49463511e+01,5.51483742e+01,1.26000000e+02
273,5.51483742e+01,5.53503973e+01,1.28000000e+02
274,5.53503973e+01,5.55524204e+01,1.51000000e+02
275,5.55524204e+01,5.57544435e+01,1.51000000e+02
276,5.57544435e+01,5.59564666e+01,1.27000000e+02
277,5.59564666e+01,5.61584897e+01,1.17000000e+02
278,5.61584897e+01,5.63605128e+01,1.34000000e+02
279,5.63605128e+01,5.65625359e+01,1.35000000e+02
280,5.65625359e+01,5.67645590e+01,1.16000000e+02
281,5.67645590e+01,5.69665821e+01,1.23000000e+02
282,5.69665821e+01,5.71686052e+01,1.32000000e+02
283,5.71686052e+01,5.73706283e+01,1.21000000e+02
284,5.73706283e+01,5.75726514e+01,1.35000000e+02
285,5.75726514e+01,5.77746745e+01,1.36000000e+02
286,5.77746745e+01,5.79766976e+01,1.44000000e+02
287,5.79766976e+01,5.81787207e+01,1.35000000e+02
288,5.81787207e+01,5.83807438e+01,1.38000000e+02
289,5.83807438e+01,5.85827669e+01,1.35000000e+02
290,5.85827669e+01,5.87847900e+01,1.39000000e+02
291,5.87847900e+01,5.89868131e+01,1.15000000e+02
292,5.89868131e+01,5.91888362e+01,9.90000000e+01
293,5.91888362e+01,5.93908593e+01,1.18000000e+02
294,5.93908593e+01,5.95928824e+01,1.17000000e+02
295,5.95928824e+01,5.97949055e+01,1.13000000e+02
296,5.97949055e+01,5.99969286e+01,1.32000000e+02
297,5.99969286e+01,6.01989517e+01,1.36000000e+02
298,6.01989517e+01,6.04009748e+01,1.53000000e+02
299,6.04009748e+01,6.06029979e+01,1.16000000e+02
300,6.06029979e+01,6.08050210e+01,1.52000000e+02
301,6.08050210e+01,6.10070441e+01,1.35000000e+02
302,6.10070441e+01,6.12090672e+01,1.44000000e+02
303,6.12090672e+01,6.14110903e+01,1.55000000e+02
304,6.14110903e+01,6.16131134e+01,1.49000000e+02
305,6.16131134e+01,6.18151365e+01,1.34000000e+02
306,6.18151365e+01,6.20171596e+01,1.43000000e+02
307,6.20171596e+01,6.22191827e+01,1.41000000e+02
308,6.22191827e+01,6.24212058e+01,1.52000000e+02
309,6.24212058e+01,6.26232289e+01,1.57000000e+02
310,6.26232289e+01,6.28252520e+01,1.31000000e+02
311,6.28252520e+01,6.30272751e+01,1.41000000e+02
312,6.30272751e+01,6.32292982e+01,1.19000000e+02
313,6.32292982e+01,6.34313213e+01,1.19000000e+02
314,6.34313213e+01,6.36333444e+01,1.56000000e+02
315,6.36333444e+01,6.38353675e+01,1.45000000e+02
316,6.38353675e+01,6.40373906e+01,1.27000000e+02
317,6.40373906e+01,6.42394137e+01,1.59000000e+02
318,6.42394137e+01,6.44414368e+01,1.58000000e+02
319,6.44414368e+01,6.46434599e+01,1.60000000e+02
320,6.46434599e+01,6.48454830e+01,1.77000000e+02
321,6.48454830e+01,6.50475061e+01,1.93000000e+02
322,6.50475061e+01,6.52495292e+01,1.91000000e+02
323,6.52495292e+01,6.54515523e+01,1.71000000e+02
324,6.54515523e+01,6.56535754e+01,1.54000000e+02
325,6.56535754e+01,6.58555985e+01,1.61000000e+02
326,6.58555985e+01,6.60576216e+01,1.76000000e+02
327,6.60576216e+01,6.62596447e+01,2.21000000e+02
328,6.62596447e+01,6.64616678e+01,2.75000000e+02
329,6.64616678e+01,6.66636909e+01,3.38000000e+02
330,6.66636909e+01,6.68657140e+01,4.52000000e+02
331,6.68657140e+01,6.70677371e+01,4.54000000e+02
332,6.70677371e+01,6.72697602e+01,4.38000000e+02
333,6.72697602e+01,6.74717833e+01,3.53000000e+02
334,6.74717833e+01,6.76738064e+01,2.79000000e+02
335,6.76738064e+01,6.78758295e+01,1.98000000e+02
336,6.78758295e+01,6.80778526e+01,2.35000000e+02
337,6.80778526e+01,6.82798757e+01,3.01000000e+02
338,6.82798757e+01,6.84818988e+01,3.89000000e+02
339,6.84818988e+01,6.86839219e+01,5.59000000e+02
340,6.86839219e+01,6.88859450e+01,6.28000000e+02
341,6.88859450e+01,6.90879681e+01,6.15000000e+02
342,6.90879681e+01,6.92899912e+01,4.58000000e+02
343,6.92899912e+01,6.94920143e+01,2.93000000e+02
344,6.94920143e+01,6.96940374e+01,2.07000000e+02
345,6.96940374e+01,6.98960605e+01,1.58000000e+02
346,6.98960605e+01,7.00980836e+01,1.43000000e+02
347,7.00980836e+01,7.03001067e+01,1.56000000e+02
348,7.03001067e+01,7.05021298e+01,1.53000000e+02
349,7.05021298e+01,7.07041529e+01,1.31000000e+02
350,7.07041529e+01,7.09061760e+01,1.48000000e+02
351,7.09061760e+01,7.11081991e+01,1.29000000e+02
352,7.11081991e+01,7.13102222e+01,1.32000000e+02
353,7.13102222e+01,7.15122453e+01,1.17000000e+02
354,7.15122453e+01,7.17142684e+01,1.16000000e+02
355,7.17142684e+01,7.19162915e+01,1.39000000e+02
356,7.19162915e+01,7.21183146e+01,1.45000000e+02
357,7.21183146e+01,7.23203377e+01,1.41000000e+02
358,7.23203377e+01,7.25223608e+01,1.52000000e+02
359,7.25223608e+01,7.27243839e+01,1.38000000e+02
360,7.27243839e+01,7.29264070e+01,1.54000000e+02
361,7.29264070e+01,7.31284301e+01,1.47000000e+02
362,7.31284301e+01,7.33304532e+01,1.45000000e+02
363,7.33304532e+01,7.35324763e+01,1.17000000e+02
364,7.35324763e+01,7.37344994e+01,1.48000000e+02
365,7.37344994e+01,7.39365225e+01,1.29000000e+02
366,7.39365225e+01,7.41385456e+01,1.23000000e+02
367,7.41385456e+01,7.43405687e+01,1.32000000e+02
368,7.43405687e+01,7.45425918e+01,1.58000000e+02
369,7.45425918e+01,7.47446149e+01,1.82000000e+02
370,7.47446149e+01,7.49466380e+01,1.80000000e+02
371,7.49466380e+01,7.51486611e+01,2.01000000e+02
372,7.51486611e+01,7.53506842e+01,1.98000000e+02
373,7.53506842e+01,7.55527073e+01,1.69000000e+02
374,7.55527073e+01,7.57547304e+01,1.83000000e+02
375,7.57547304e+01,7.59567535e+01,1.73000000e+02
376,7.59567535e+01,7.61587766e+01,1.66000000e+02
377,7.61587766e+01,7.63607997e+01,1.38000000e+02
378,7.63607997e+01,7.65628228e+01,1.47000000e+02
379,7.65628228e+01,7.67648459e+01,1.50000000e+02
380,7.67648459e+01,7.69668690e+01,1.61000000e+02
381,7.69668690e+01,7.71688921e+01,2.05000000e+02
382,7.71688921e+01,7.73709152e+01,2.54000000e+02
383,7.73709152e+01,7.75729383e+01,3.18000000e+02
384,7.75729383e+01,7.77749614e+01,3.36000000e+02
385,7.77749614e+01,7.79769845e+01,3.61000000e+02
386,7.79769845e+01,7.81790076e+01,3.60000000e+02
387,7.81790076e+01,7.83810307e+01,2.82000000e+02
388,7.83810307e+01,7.85830538e+01,2.25000000e+02
389,7.85830538e+01,7.87850769e+01,1.69000000e+02
390,7.87850769e+01,7.89871000e+01,1.44000000e+02
391,7.89871000e+01,7.91891231e+01,1.49000000e+02
392,7.91891231e+01,7.93911462e+01,1.53000000e+02
393,7.93911462e+01,7.95931693e+01,1.47000000e+02
394,7.95931693e+01,7.97951924e+01,1.78000000e+02
395,7.97951924e+01,7.99972155e+01,2.00000000e+02
396,7.99972155e+01,8.01992386e+01,2.12000000e+02
397,8.01992386e+01,8.04012617e+01,2.29000000e+02
398,8.04012617e+01,8.06032848e+01,1.81000000e+02
399,8.06032848e+01,8.08053079e+01,1.63000000e+02
400,8.08053079e+01,8.10073310e+01,1.43000000e+02
401,8.10073310e+01,8.12093541e+01,1.10000000e+02
402,8.12093541e+01,8.14113772e+01,1.14000000e+02
403,8.14113772e+01,8.16134003e+01,1.20000000e+02
404,8.16134003e+01,8.18154234e+01,1.17000000e+02
405,8.18154234e+01,8.20174465e+01,1.10000000e+02
406,8.20174465e+01,8.22194696e+01,1.20000000e+02
407,8.22194696e+01,8.24214927e+01,1.23000000e+02
408,8.24214927e+01,8.26235158e+01,1.33000000e+02
409,8.26235158e+01,8.28255389e+01,1.22000000e+02
410,8.28255389e+01,8.30275620e+01,1.00000000e+02
411,8.30275620e+01,8.32295851e+01,1.26000000e+02
412,8.32295851e+01,8.34316082e+01,1.15000000e+02
413,8.34316082e+01,8.36336313e+01,1.26000000e+02
414,8.36336313e+01,8.38356544e+01,1.17000000e+02
415,8.38356544e+01,8.40376775e+01,1.33000000e+02
416,8.40376775e+01,8.42397006e+01,1.33000000e+02
417,8.42397006e+01,8.44417237e+01,1.44000000e+02
418,8.44417237e+01,8.46437468e+01,1.45000000e+02
419,8.46437468e+01,8.48457699e+01,1.73000000e+02
420,8.48457699e+01,8.50477930e+01,1.54000000e+02
421,8.50477930e+01,8.52498161e+01,1.30000000e+02
422,8.52498161e+01,8.54518392e+01,1.35000000e+02
423,8.54518392e+01,8.56538623e+01,1.21000000e+02
424,8.56538623e+01,8.58558854e+01,1.43000000e+02
425,8.58558854e+01,8.60579085e+01,1.39000000e+02
426,8.60579085e+01,8.62599316e+01,1.16000000e+02
427,8.62599316e+01,8.64619547e+01,1.23000000e+02
428,8.64619547e+01,8.66639778e+01,1.24000000e+02
429,8.66639778e+01,8.68660009e+01,1.18000000e+02
430,8.68660009e+01,8.70680240e+01,1.33000000e+02
431,8.70680240e+01,8.72700471e+01,1.16000000e+02
432,8.72700471e+01,8.74720702e+01,1.14000000e+02
433,8.74720702e+01,8.76740933e+01,1.12000000e+02
434,8.76740933e+01,8.78761164e+01,1.14000000e+02
435,8.78761164e+01,8.80781395e+01,1.19000000e+02
436,8.80781395e+01,8.82801626e+01,1.13000000e+02
437,8.82801626e+01,8.84821857e+01,1.14000000e+02
438,8.84821857e+01,8.86842088e+01,9.50000000e+01
439,8.86842088e+01,8.88862319e+01,1.12000000e+02
440,8.88862319e+01,8.90882550e+01,1.34000000e+02
441,8.90882550e+01,8.92902781e+01,1.21000000e+02
442,8.92902781e+01,8.94923012e+01,1.05000000e+02
443,8.94923012e+01,8.96943243e+01,1.26000000e+02
444,8.96943243e+01,8.98963474e+01,1.21000000e+02
445,8.98963474e+01,9.00983705e+01,1.18000000e+02
446,9.00983705e+01,9.03003936e+01,1.32000000e+02
447,9.03003936e+01,9.05024167e+01,1.07000000e+02
448,9.05024167e+01,9.07044398e+01,1.22000000e+02
449,9.07044398e+01,9.09064629e+01,1.40000000e+02
450,9.09064629e+01,9.11084860e+01,1.24000000e+02
451,9.11084860e+01,9.13105091e+01,1.18000000e+02
452,9.13105091e+01,9.15125322e+01,1.04000000e+02
453,9.15125322e+01,9.17145553e+01,1.32000000e+02
454,9.17145553e+01,9.19165784e+01,1.08000000e+02
455,9.19165784e+01,9.21186015e+01,1.14000000e+02
456,9.21186015e+01,9.23206246e+01,1.11000000e+02
457,9.23206246e+01,9.25226477e+01,1.22000000e+02
458,9.25226477e+01,9.27246708e+01,1.31000000e+02
459,9.27246708e+01,9.29266939e+01,1.21000000e+02
460,9.29266939e+01,9.31287170e+01,1.18000000e+02
461,9.31287170e+01,9.33307401e+01,1.22000000e+02
462,9.33307401e+01,9.35327632e+01,1.17000000e+02
463,9.35327632e+01,9.37347863e+01,9.80000000e+01
464,9.37347863e+01,9.39368094e+01,1.02000000e+02
465,9.39368094e+01,9.41388325e+01,1.21000000e+02
466,9.41388325e+01,9.43408556e+01,1.06000000e+02
467,9.43408556e+01,9.45428787e+01,1.03000000e+02
468,9.45428787e+01,9.47449018e+01,1.13000000e+02
469,9.47449018e+01,9.49469249e+01,1.12000000e+02
470,9.49469249e+01,9.51489480e+01,1.24000000e+02
471,9.51489480e+01,9.53509711e+01,1.41000000e+02
472,9.53509711e+01,9.55529942e+01,1.10000000e+02
473,9.55529942e+01,9.57550173e+01,1.18000000e+02
474,9.57550173e+01,9.59570404e+01,1.20000000e+02
475,9.59570404e+01,9.61590635e+01,1.21000000e+02
476,9.61590635e+01,9.63610866e+01,1.29000000e+02
477,9.63610866e+01,9.65631097e+01,1.27000000e+02
478,9.65631097e+01,9.67651328e+01,1.30000000e+02
479,9.67651328e+01,9.69671559e+01,1.22000000e+02
480,9.69671559e+01,9.71691790e+01,1.10000000e+02
481,9.71691790e+01,9.73712021e+01,1.33000000e+02
